Geography,Geographic Area Name,Zipcode,Male,Female,Median age (years),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Total housing units,Households Total,Households Mean income (dollars),Families - Median income (dollars),Families - Mean income (dollars),Married-couple families - Median income (dollars),Nonfamily households - Median income (dollars),Nonfamily households - Mean income (dollars),Total Workers 16 years and over,Workers Median age (years),Workers Native,Workers Foreign born,Workers Foreign born - Naturalized U.S. citizen,Workers Foreign born - Not a U.S. citizen,Speak language other than English,Workers Median earnings (dollars),Workers 16 years and over who did not work from home,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Less than high school graduate,Tota - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!High school graduate (includes equivalency),Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Some college or associate's degree,Total - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings Bachelor's degree,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Graduate or professional degree,Total Population,Total Disability ,Total Disability  Male,Total Disability Female,Total Disability  With a hearing difficulty,Total Disability  With a vision difficulty,Total Disability  With a cognitive difficulty,Total Disability  With an ambulatory difficulty,Total Disability  With a self-care difficulty,Total Disability With an independent living difficulty,Percent with a disability
860Z200US65633,ZCTA5 65633,65633,1861,2079,40.4,304,263,287,229,177,416,533,515,372,284,386,139,35,1533,1412,77270,55573,77231,57321,43047,71440,1743,42.6,99,1,0.6,0.4,1.8,34965,1605,38788,29176,37121,36705,52222,52150,3872,543,256,287,122,148,266,235,97,188,14
860Z200US65634,ZCTA5 65634,65634,277,332,36.9,0,137,13,2,16,49,99,77,45,47,79,32,13,248,158,46594,54840,73305,54359,30042,22458,88,36.9,100,0,0,0,0,20804,82,24611,,28117,,,,609,68,41,27,18,27,42,46,21,26,11.2
860Z200US65635,ZCTA5 65635,65635,376,289,51.8,16,17,26,16,57,56,91,111,86,36,117,23,13,287,245,106129,85469,106656,85859,40833,91850,306,44.8,99,1,0.7,0.3,2.3,38542,268,39479,47083,53750,24833,,52500,663,82,62,20,21,44,23,64,7,16,12.4
860Z200US65637,ZCTA5 65637,65637,524,418,43.2,3,63,114,85,17,90,148,58,68,101,150,38,7,447,348,63455,55278,71621,56944,,43919,289,43.3,100,0,0,0,0,29583,275,31346,,31635,24821,15893,,942,217,144,73,86,35,65,122,28,92,23
860Z200US65638,ZCTA5 65638,65638,335,306,58.2,12,12,65,22,27,10,60,74,91,80,124,60,4,287,247,65118,94583,85873,97500,31181,38030,196,44.6,100,0,0,0,0,42045,173,67250,,65750,75313,80778,,641,267,122,145,59,25,137,98,62,96,41.7
860Z200US65640,ZCTA5 65640,65640,723,650,28.9,274,132,130,50,0,312,115,116,67,72,70,30,5,373,344,59788,58527,62117,59468,28000,21777,495,32.7,100,0,0,0,4.2,28240,412,28726,,,28483,,85714,1373,141,64,77,72,23,79,53,25,83,10.3
860Z200US65641,ZCTA5 65641,65641,398,416,64.6,1,14,7,69,0,31,18,128,49,100,320,70,7,792,411,64381,63083,67040,63667,61667,59554,233,57.9,99.1,0.9,0,0.9,0,52679,206,48988,,35804,49514,,,814,211,131,80,90,20,71,82,17,60,25.9
860Z200US65644,ZCTA5 65644,65644,1105,860,44.6,99,114,129,165,21,246,253,142,134,268,233,128,33,740,687,76953,69690,83486,78603,19430,25197,788,44.5,100,0,0,0,0,40887,752,41855,37396,37108,67045,,43750,1965,408,253,155,91,40,221,135,44,92,20.8
860Z200US65646,ZCTA5 65646,65646,871,941,49.7,80,110,102,98,85,158,168,153,153,180,326,125,74,926,748,78956,83250,103414,105536,26455,33717,699,48.5,95.9,4.1,4.1,0,2.3,36542,582,41063,35313,32196,54375,,,1812,424,183,241,172,65,171,227,37,167,23.4
860Z200US65647,ZCTA5 65647,65647,1521,1631,42.8,281,207,148,217,81,353,446,283,212,401,369,114,40,1309,1192,71813,61628,88382,64583,18571,31381,1110,46.8,95.2,4.8,4,0.8,6.7,41576,1066,44279,34693,45809,39179,57361,43750,3152,543,120,423,124,44,153,373,75,134,17.2
860Z200US65648,ZCTA5 65648,65648,2772,3526,40.1,243,541,476,454,299,700,738,841,598,435,597,257,119,2509,2222,108937,93000,112099,94528,50489,86310,3076,46.2,99.6,0.4,0.4,0,0.1,50313,2809,51992,51389,44884,50714,67941,63523,6283,996,520,476,296,144,520,411,151,251,15.9
860Z200US65649,ZCTA5 65649,65649,1190,962,41.4,173,99,134,163,107,202,249,270,83,213,302,145,12,1054,861,57503,46923,65577,63750,21114,35764,714,40.9,100,0,0,0,0,32273,689,35650,31875,24583,32321,53188,38125,2152,559,317,242,189,170,232,344,88,52,26
860Z200US65650,ZCTA5 65650,65650,764,576,49.3,113,125,9,48,44,225,53,145,91,182,218,66,21,778,535,48784,50616,56154,51250,,32967,481,53.6,98.8,1.2,1.2,0,6,27798,480,26279,,22790,29487,,11111,1340,248,169,79,93,30,110,90,10,27,18.5
860Z200US65652,ZCTA5 65652,65652,3008,2006,38.1,304,301,333,262,188,872,602,799,391,336,332,222,72,1674,1500,111911,78711,109747,87969,36903,101561,1979,47.4,99.2,0.8,0.7,0.1,1.2,35548,1825,35619,,26625,37125,41346,65341,4283,492,209,283,174,102,149,201,60,175,11.5
860Z200US65653,ZCTA5 65653,65653,3084,2872,53.2,231,350,279,319,156,568,493,720,408,578,1080,454,320,2894,2621,63703,64000,76151,73125,26366,34874,2115,47.2,99.2,0.8,0.8,0,2.2,37434,2024,36941,42903,31419,34125,43500,82515,5736,1302,770,532,568,170,341,582,161,382,22.7
860Z200US65654,ZCTA5 65654,65654,126,120,35.1,37,10,0,13,28,31,48,17,7,11,26,12,6,135,110,59198,90313,77188,91667,,38386,136,35.1,94.9,5.1,0,5.1,5.1,45625,128,48654,48750,,76667,47891,,246,60,17,43,25,13,19,31,10,23,24.4
860Z200US65655,ZCTA5 65655,65655,1057,1256,54,31,154,112,123,7,245,169,330,86,305,404,200,147,1244,1013,81158,41618,103840,46250,16996,24488,898,48.4,100,0,0,0,0,28676,795,23229,16635,,29479,,39196,2258,696,279,417,208,201,157,399,178,262,30.8
860Z200US65656,ZCTA5 65656,65656,2788,2436,50.5,165,231,255,416,296,441,482,524,459,564,830,308,253,2534,1863,79775,74375,83643,79293,23782,48175,2271,47.1,99.4,0.6,0.2,0.4,1.5,29316,2115,31418,48583,35707,27743,29250,34500,5184,1118,513,605,401,271,273,519,168,394,21.6
860Z200US65657,ZCTA5 65657,65657,209,153,38.4,50,18,33,64,0,0,145,7,13,14,6,12,0,110,89,71089,,73854,,,,132,41.5,100,0,0,0,0,,131,,,82596,77734,,,362,42,6,36,3,0,34,3,0,2,11.6
860Z200US65658,ZCTA5 65658,65658,620,584,60.6,5,9,17,14,8,92,46,181,118,362,218,91,43,1042,696,74122,93750,89332,102698,,42297,471,54.7,99.6,0.4,0,0.4,0.4,35422,416,34219,36218,22461,,,53646,1204,221,131,90,60,40,75,135,16,31,18.4
860Z200US65660,ZCTA5 65660,65660,84,109,58,0,0,9,10,0,0,17,11,50,22,33,41,0,175,100,79113,74286,80639,74286,,,61,57.1,100,0,0,0,0,50134,57,50134,,36471,,,,193,17,8,9,0,9,0,0,0,8,8.8
860Z200US65661,ZCTA5 65661,65661,1236,1149,43.9,159,141,144,161,68,214,348,229,205,164,283,192,77,1292,927,58650,54875,63511,65450,23542,50041,849,43.5,93.4,6.6,6.6,0,2,23803,765,23151,19231,23242,22667,,85750,2312,410,235,175,105,95,161,207,48,113,17.7
860Z200US65662,ZCTA5 65662,65662,744,423,48.9,128,56,23,30,61,188,31,160,155,116,97,63,59,444,399,54047,61215,62557,62083,12500,26437,571,50.2,100,0,0,0,6.8,17942,571,19096,,12374,,,,1159,200,132,68,86,0,72,123,10,55,17.3
860Z200US65663,ZCTA5 65663,65663,1471,1135,39.1,191,165,177,83,310,301,273,360,154,221,235,91,45,1068,988,73669,78750,88219,81250,24753,32003,1243,41,99.9,0.1,0.1,0,6.5,34962,881,38103,112593,33456,42045,53636,73182,2596,260,80,180,105,92,85,87,18,35,10
860Z200US65664,ZCTA5 65664,65664,20,31,53.2,0,0,2,4,5,7,0,13,3,5,4,6,2,30,21,27986,,28547,55625,,23467,12,26.8,100,0,0,0,0,,12,,,,,,,51,17,10,7,5,7,1,10,0,8,33.3
860Z200US65666,ZCTA5 65666,65666,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,
860Z200US65667,ZCTA5 65667,65667,1632,1686,41.7,233,248,153,313,150,429,244,374,270,225,394,169,116,1367,1110,59085,56750,73472,65739,14267,27675,1071,46.3,100,0,0,0,7.3,33393,996,36348,31319,41364,47794,43214,,3248,727,428,299,214,131,347,494,180,332,22.4
860Z200US65668,ZCTA5 65668,65668,757,935,60.9,24,64,24,45,142,33,86,116,153,307,374,181,143,1065,776,46420,43281,56149,43750,38183,36424,368,56.3,100,0,0,0,0,26912,350,24006,56250,,31250,,,1555,418,249,169,240,100,119,247,85,137,26.9
860Z200US65669,ZCTA5 65669,65669,1455,1372,44.8,98,111,264,224,200,176,362,438,204,191,348,142,69,1079,970,103541,95271,100886,96271,,102106,1211,44.6,99.8,0.2,0.2,0,3.1,38603,1135,46662,35813,35417,36929,65350,72955,2827,545,305,240,161,19,192,291,32,143,19.3
860Z200US65672,ZCTA5 65672,65672,4038,4474,41.5,308,1022,423,351,588,871,971,953,776,430,983,555,281,4696,3355,80357,65713,91669,67133,32042,42345,3583,41.3,95.4,4.6,2.2,2.4,6,30728,3268,33254,31016,30369,32272,45417,34444,8407,865,501,364,214,128,392,378,162,210,10.3
860Z200US65674,ZCTA5 65674,65674,1342,1418,39.6,199,193,280,259,74,231,374,227,177,220,237,175,114,1187,932,74420,53750,93189,59265,20667,25718,867,42.4,98.7,1.3,0.8,0.5,1.5,31607,836,30991,,30250,30833,41944,56125,2623,601,260,341,210,168,288,295,120,204,22.9
860Z200US65675,ZCTA5 65675,65675,20,17,28.5,7,3,0,2,5,7,10,0,0,2,1,0,0,16,12,75083,82083,79164,82083,,,22,29.3,100,0,0,0,0,41250,20,42708,,,43750,,,37,2,0,2,0,0,2,2,0,2,5.4
860Z200US65676,ZCTA5 65676,65676,226,206,63.5,0,0,31,27,0,32,39,27,36,65,127,36,12,369,194,44213,53750,59321,67500,,12773,69,59.1,100,0,0,0,0,36417,53,29375,,36625,,,,432,223,117,106,43,62,164,107,41,198,51.6
860Z200US65679,ZCTA5 65679,65679,1358,1380,48.3,25,118,156,147,259,256,271,324,210,395,304,268,5,1517,1268,62512,58831,77079,64891,,34771,1487,47.5,98.3,1.7,0,1.7,1.7,36061,1408,38789,33194,38375,28523,63942,84250,2736,430,275,155,153,97,156,168,80,108,15.7
860Z200US65680,ZCTA5 65680,65680,527,629,50.8,14,41,33,94,75,41,153,169,60,105,276,57,38,637,485,83298,89022,103375,94722,42574,40617,358,46.2,95.8,4.2,3.1,1.1,4.2,29211,341,31719,"2,500-",26595,,157894,,1156,307,194,113,77,28,154,181,49,67,26.6
860Z200US65681,ZCTA5 65681,65681,906,963,59.8,29,84,54,82,26,88,61,339,186,185,451,251,33,1876,925,66328,69038,83361,73003,24135,30941,676,54.1,98.2,1.8,1.8,0,1.8,32315,669,30000,17109,45179,,,,1835,416,249,167,144,104,142,190,60,112,22.7
860Z200US65682,ZCTA5 65682,65682,1094,985,45.5,67,169,89,142,92,218,250,311,142,131,267,117,84,974,840,69686,67500,83236,79946,39500,44154,1049,44,99.8,0.2,0,0.2,0.7,35215,1031,35521,,33990,37304,31339,42639,1993,336,179,157,113,48,112,127,60,92,16.9
860Z200US65685,ZCTA5 65685,65685,528,498,41.2,83,46,146,47,45,55,145,112,98,87,110,49,3,394,342,67864,73200,71138,74750,30962,46560,351,47.1,100,0,0,0,9.1,40139,316,46458,,46875,,59000,50288,1026,144,48,96,30,10,106,60,23,25,14
860Z200US65686,ZCTA5 65686,65686,2092,2395,64.6,66,106,209,181,38,269,272,349,298,544,1384,473,298,3633,2199,73639,67784,83818,69056,40000,56426,1275,52.5,97.4,2.6,0.2,2.4,2,42279,1134,40355,18417,38036,40944,58947,36094,4353,918,392,526,323,114,197,507,107,300,21.1
860Z200US65688,ZCTA5 65688,65688,19,31,81.4,0,2,1,0,0,1,1,0,0,5,6,19,15,30,29,49703,66176,66555,66176,11607,12267,2,,100,0,0,0,0,,2,,,,,,,50,43,17,26,17,15,34,24,22,34,86
860Z200US65689,ZCTA5 65689,65689,1980,2293,48.6,243,285,155,265,211,383,441,579,239,371,619,296,186,2214,1972,66228,62721,90257,73565,22172,29236,1737,45.2,98.2,1.8,1.8,0,1.4,33648,1644,35333,21375,42566,26971,33158,75536,4161,990,477,513,382,130,416,369,113,281,23.8
860Z200US65690,ZCTA5 65690,65690,61,59,58.2,0,0,0,0,0,0,8,11,51,4,10,36,0,102,71,107607,,174271,"250,000+",,,35,56.8,100,0,0,0,0,29063,35,32788,,,,,,120,46,34,12,10,10,19,38,11,11,38.3
860Z200US65692,ZCTA5 65692,65692,534,467,44.5,56,83,90,84,23,96,77,126,79,84,117,64,22,470,361,63748,57750,67776,70395,18611,49384,372,48.8,97.8,2.2,0,2.2,2.2,26354,353,25078,,25144,20192,,105859,1001,257,153,104,58,11,88,140,35,75,25.7
860Z200US65702,ZCTA5 65702,65702,115,120,51.3,18,35,3,1,1,38,9,58,20,27,18,3,4,159,112,85592,59688,105376,59922,,,121,51.6,100,0,0,0,0,39858,118,39517,,38292,58188,,,235,43,20,23,10,3,7,27,9,5,18.3
860Z200US65704,ZCTA5 65704,65704,2215,2372,37.3,274,423,255,353,421,451,448,562,399,325,427,171,78,2017,1853,54377,56618,63604,70035,24013,29555,1608,44.2,98.6,1.4,1.4,0,4.3,40230,1462,41037,38550,41827,48068,40036,55179,4550,813,420,393,284,213,388,431,187,418,17.9
860Z200US65705,ZCTA5 65705,65705,2303,2400,38.9,316,141,416,392,459,464,433,749,270,321,421,204,117,2049,1759,73444,64894,85067,85875,41161,50396,2220,43.9,97.8,2.2,1.4,0.7,5.1,39601,2038,41987,19756,40643,44406,45114,44375,4639,544,320,224,165,110,221,246,112,270,11.7
860Z200US65706,ZCTA5 65706,65706,8380,9099,37,1162,1134,1535,976,1332,2123,2232,2034,674,1276,1821,938,242,7070,6233,84265,91571,94390,95176,38152,47481,7454,39.5,98.9,1.1,0.4,0.7,0.4,44397,6953,46600,31546,37146,51409,55732,56563,17287,2270,977,1293,659,422,887,1078,395,894,13.1
860Z200US65707,ZCTA5 65707,65707,1128,1135,41.4,126,100,73,330,99,140,327,379,98,192,221,162,16,1025,926,73163,68167,90103,74545,18810,27574,1002,41.5,99.1,0.9,0.7,0.2,1.6,35484,829,45345,43000,29107,46623,44286,80798,2216,339,208,131,160,69,104,125,16,97,15.3
860Z200US65708,ZCTA5 65708,65708,6455,6235,37.3,672,1122,1024,767,745,1581,1662,1542,827,413,1126,765,444,5222,4769,80246,65343,96382,83821,26822,34825,6096,38.9,85.3,14.7,2.6,12.2,22.8,36850,5415,37442,31547,36885,39931,66111,54236,12580,1834,1072,762,380,178,804,933,413,716,14.6
860Z200US65710,ZCTA5 65710,65710,634,699,38.5,90,110,83,98,60,184,194,91,65,129,148,64,17,641,510,74311,72389,86696,76875,15833,20773,682,39.6,100,0,0,0,0,36144,611,37829,,45993,36818,35000,41875,1333,141,86,55,38,42,50,57,17,51,10.6
860Z200US65711,ZCTA5 65711,65711,4326,4364,43.1,557,573,559,652,378,766,1217,1187,492,523,912,705,169,4130,3308,65830,61723,74608,68710,27159,36797,3758,44,99,1,1,0,1.1,36602,3549,37753,40862,35353,37810,29909,57857,8629,2051,858,1193,513,428,874,1059,480,825,23.8
860Z200US65712,ZCTA5 65712,65712,4565,4345,35.3,825,814,455,381,547,1409,935,1012,343,385,999,551,254,3555,3203,79031,79706,92555,94375,40591,46664,3638,37.2,97.1,2.9,2.6,0.3,5.7,41452,3209,41410,,39212,43419,45884,42263,8491,1138,378,760,423,238,408,687,130,494,13.4
860Z200US65713,ZCTA5 65713,65713,1093,1115,41.1,158,203,164,67,47,325,205,300,159,166,272,65,77,946,835,74911,67250,82938,72228,27500,45838,784,43.1,100,0,0,0,1.4,42196,727,41429,29375,40385,41136,65083,45000,2208,474,260,214,147,71,152,253,70,177,21.5
860Z200US65714,ZCTA5 65714,65714,17240,18003,39.1,2486,2525,2675,2097,1588,4484,4918,4292,2266,1809,3777,1705,621,13459,12988,102013,97167,117936,104097,35954,46944,16601,42.2,94.6,5.4,2.1,3.3,7.3,49308,14876,51545,30234,38556,48484,65253,75521,35083,4402,2365,2037,1312,771,1757,1762,585,1403,12.5
860Z200US65715,ZCTA5 65715,65715,45,39,21.2,22,0,0,14,25,0,14,9,0,0,0,0,0,23,23,,,,,,,37,44.3,100,0,0,0,0,,37,,,,,,,84,14,0,14,0,0,0,14,0,14,16.7
860Z200US65717,ZCTA5 65717,65717,1325,1452,35.5,122,270,348,210,139,275,377,210,199,212,246,138,31,985,863,88678,66875,102847,71550,26359,38527,1025,41.3,98.6,1.4,0,1.4,9.7,40134,972,41350,57639,34300,45057,45938,55417,2774,393,166,227,103,60,160,214,79,129,14.2
860Z200US65720,ZCTA5 65720,65720,236,229,32.9,49,79,45,3,4,60,39,27,16,38,43,58,4,168,165,71252,43571,79648,43869,,37667,101,45.1,100,0,0,0,0,46563,97,42321,,41875,,51667,,465,91,49,42,35,3,8,59,11,19,19.6
860Z200US65721,ZCTA5 65721,65721,16268,17844,38.1,1865,2107,3149,2605,1822,4256,4875,4282,1962,2287,3080,1383,439,13467,12800,104440,88561,118076,103271,48568,60441,16602,41.2,96.9,3.1,2.2,0.9,4.9,43687,14850,48352,45806,40894,41213,48671,69972,33780,3938,1962,1976,1035,766,1422,1645,338,1013,11.7
860Z200US65722,ZCTA5 65722,65722,670,734,47.8,48,30,59,122,45,126,182,316,76,99,195,82,24,491,491,72687,51852,76920,60625,48516,45944,680,46.1,92.6,7.4,7.4,0,7.4,33966,661,34353,36108,33148,24583,87619,,1404,336,149,187,113,35,163,256,57,88,23.9
860Z200US65723,ZCTA5 65723,65723,1504,1589,34.9,233,305,335,159,91,428,460,300,167,159,304,121,31,1268,1109,55361,50395,57398,61848,40592,42483,1334,41.5,89.9,10.1,8.2,1.9,13.6,36092,1206,37100,22432,37861,46250,45000,53984,3079,376,267,109,75,27,160,170,58,85,12.2
860Z200US65724,ZCTA5 65724,65724,897,831,60.2,16,19,140,36,130,33,172,199,111,128,391,217,136,1434,679,47613,40357,53408,38194,33036,30981,531,50.2,100,0,0,0,7.2,31384,456,40815,16304,62818,29115,,,1728,528,303,225,143,42,252,374,165,141,30.6
860Z200US65725,ZCTA5 65725,65725,1456,1236,36.4,68,199,330,189,144,369,422,168,225,142,295,136,5,994,926,133120,88566,153315,89118,35625,50402,1173,40.2,92.1,7.9,2.7,5.2,10.8,58231,1079,53523,,39375,47297,75568,75964,2692,332,188,144,82,24,96,188,49,99,12.3
860Z200US65726,ZCTA5 65726,65726,387,651,19.8,0,0,0,589,449,0,0,0,0,0,0,0,0,0,0,,,,,,,360,20.3,73.9,26.1,4.4,21.7,4.2,5810,341,,,,,,,1038,28,4,24,2,2,28,0,0,2,2.7
860Z200US65727,ZCTA5 65727,65727,62,70,64.8,0,0,11,0,0,0,14,0,0,46,44,17,0,56,56,79400,77679,79400,77679,,,55,64.6,100,0,0,0,0,26417,44,25667,,26167,,,,132,76,49,27,52,9,8,25,8,8,57.6
860Z200US65728,ZCTA5 65728,65728,13,15,,0,0,0,0,0,0,0,0,0,0,15,13,0,13,13,,,,,,,0,,,,,,,,0,,,,,,,28,28,13,15,13,0,0,15,15,15,100
860Z200US65729,ZCTA5 65729,65729,36,69,69.4,0,0,0,0,0,0,0,12,0,9,70,14,0,206,51,63800,86154,82393,86154,,,9,,100,0,0,0,0,,9,,,,,,,105,21,13,8,13,21,0,21,13,21,20
860Z200US65730,ZCTA5 65730,65730,8,0,,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,,,,,,,8,,100,0,0,0,0,,8,,,,,,,8,0,0,0,0,0,0,0,0,0,0
860Z200US65731,ZCTA5 65731,65731,55,74,61.9,0,0,0,0,0,0,0,46,13,6,0,64,0,116,75,51787,,62233,,,,46,,100,0,0,0,0,,46,,,,,,,129,78,31,47,18,22,0,38,0,0,60.5
860Z200US65732,ZCTA5 65732,65732,598,665,34,100,38,127,226,71,70,134,179,31,59,121,19,88,463,434,52068,68438,75042,93500,,21114,454,24.9,100,0,0,0,1.1,17038,431,46000,,25714,39934,,61344,1263,281,127,154,110,112,147,220,116,206,22.2
860Z200US65733,ZCTA5 65733,65733,301,424,28.4,96,14,20,31,96,128,50,30,18,35,119,82,6,483,194,68566,65417,74851,56458,24167,45821,274,25.5,99.6,0.4,0,0.4,0,6808,266,,,6658,26250,49107,,725,118,68,50,56,0,29,60,20,16,16.3
860Z200US65734,ZCTA5 65734,65734,2011,1841,32.7,336,486,215,328,258,405,291,364,273,315,398,123,60,1438,1261,72743,76339,85592,80568,36875,36291,1508,36.8,87.9,12.1,7.5,4.6,15,40168,1439,39432,31971,36136,32308,54737,41875,3852,496,206,290,106,87,219,258,149,137,12.9
860Z200US65735,ZCTA5 65735,65735,109,48,33.4,24,27,14,0,0,18,0,0,45,12,5,10,2,61,34,29509,33750,35300,33750,,,0,,,,,,,,0,,,,,,,157,20,18,2,2,2,18,2,0,2,12.7
860Z200US65737,ZCTA5 65737,65737,4048,4231,48.6,356,424,396,360,287,970,1005,721,563,944,1302,661,290,5340,3359,87411,74821,107374,79975,39267,45330,3491,45.2,96.6,3.4,1.7,1.6,5.2,39292,3049,37606,41188,29745,30529,44063,68550,8279,1585,850,735,550,249,440,644,277,370,19.1
860Z200US65738,ZCTA5 65738,65738,10129,10988,35.5,1861,1816,1459,1072,662,3378,3526,1992,1027,923,2129,968,304,8878,8706,83430,78234,89406,89766,52012,66936,10313,38.7,98.4,1.6,0.8,0.8,2.9,47895,9588,48951,21727,40479,43416,55150,56291,20879,3117,1494,1623,987,635,1651,1296,509,832,14.9
860Z200US65739,ZCTA5 65739,65739,390,501,56.8,74,10,12,0,0,85,113,123,91,89,178,116,0,859,407,78651,61481,84780,62454,,42522,421,50.8,100,0,0,0,0,45033,336,33790,20625,45450,18924,,,891,192,82,110,74,11,80,135,46,82,21.5
860Z200US65740,ZCTA5 65740,65740,1743,1752,40,219,259,273,281,193,350,385,553,165,210,420,177,10,1634,1158,59579,59054,66890,63182,29250,34503,1485,44.4,99.4,0.6,0.6,0,5.5,28104,1443,29635,22465,26250,39500,40781,,3487,778,452,326,176,63,280,461,67,168,22.3
860Z200US65741,ZCTA5 65741,65741,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,
860Z200US65742,ZCTA5 65742,65742,7406,6341,38.6,978,897,1420,782,491,1685,2150,1465,667,1026,1130,857,199,5589,5049,100753,82725,105398,95669,44521,63740,6571,41.6,96.4,3.6,3.4,0.1,3.5,42712,6077,48703,52614,43098,43685,57285,48250,13747,1723,841,882,570,313,483,920,294,429,12.5
860Z200US65744,ZCTA5 65744,65744,127,27,58.7,0,0,0,0,4,17,2,0,83,14,21,7,6,127,120,38838,,46917,,48333,36819,95,58.5,100,0,0,0,0,48433,93,48433,,,48690,,,154,34,20,14,18,22,15,30,21,29,22.1
860Z200US65745,ZCTA5 65745,65745,1703,1527,35.7,201,204,341,230,121,489,266,552,323,124,227,100,52,1260,1082,63291,53063,71358,64375,28661,33116,1282,45,95.3,4.7,0.1,4.6,6,30730,1132,27245,,26645,31250,38826,,3230,536,313,223,119,108,184,283,88,140,16.6
860Z200US65746,ZCTA5 65746,65746,4026,4276,30.1,767,654,888,933,374,774,732,770,598,464,955,311,82,2870,2613,67126,68750,73200,72060,32188,47177,2802,43,96.5,3.5,0.3,3.2,10.5,37380,2575,40281,46250,40117,37705,44063,58250,8251,1014,427,587,390,214,280,405,102,362,12.3
860Z200US65747,ZCTA5 65747,65747,1754,2203,59.7,80,113,157,160,244,272,332,395,269,369,964,350,252,3245,1769,67524,61094,72599,68004,39331,53185,1461,47.9,94.3,5.7,5.7,0,14.6,31424,1262,38202,18241,28036,45923,71667,63750,3957,819,411,408,302,160,330,357,72,179,20.7
860Z200US65752,ZCTA5 65752,65752,173,166,56.5,7,8,27,36,0,12,21,7,102,51,41,22,5,170,156,76021,65208,93359,65938,,25740,157,56.1,100,0,0,0,0,,147,,,65139,35625,,,339,50,22,28,19,2,26,7,17,17,14.7
860Z200US65753,ZCTA5 65753,65753,2357,2763,47.2,284,342,318,197,136,652,547,608,299,533,653,500,51,2212,2046,127233,89950,145666,93500,31250,48983,2118,42,99.3,0.7,0.7,0,0,45747,1981,45503,27850,43333,45057,50529,59042,5120,880,428,452,296,127,219,423,164,318,17.2
860Z200US65754,ZCTA5 65754,65754,248,313,46.7,0,33,18,24,22,99,41,128,37,22,55,82,0,244,244,74489,110625,103781,111250,20960,19694,321,43.8,100,0,0,0,0,42072,321,45104,,49167,41406,,,561,50,34,16,34,0,10,26,10,10,8.9
860Z200US65755,ZCTA5 65755,65755,310,350,53.8,20,48,26,54,0,32,71,121,113,64,65,46,0,271,262,62016,41111,62700,98958,,,343,51.3,100,0,0,0,2.6,35820,285,35964,,,,35625,,660,143,68,75,34,10,41,81,51,25,21.7
860Z200US65756,ZCTA5 65756,65756,410,365,40.8,8,7,70,128,35,52,133,55,47,93,106,30,11,323,309,107898,121823,115944,122448,110915,93401,373,36.8,99.5,0.5,0,0.5,1.6,26690,334,,,,,,,775,130,112,18,13,0,15,110,109,23,16.8
860Z200US65757,ZCTA5 65757,65757,3954,4076,39,613,602,780,421,243,859,1108,835,654,549,790,425,151,3130,3020,88195,85484,97389,101339,36042,58118,3643,45.2,98.9,1.1,1.1,0,1.7,50882,3190,49835,42107,42389,47218,59754,62060,7937,946,419,527,289,153,370,475,190,347,11.9
860Z200US65759,ZCTA5 65759,65759,432,601,38.3,106,84,53,57,75,111,92,138,63,59,114,50,31,513,373,86461,62167,106836,63393,21964,27476,406,43.8,94.3,5.7,5.7,0,5.7,41141,391,40598,,39219,45089,48000,,1033,130,72,58,29,33,65,49,27,41,12.6
860Z200US65760,ZCTA5 65760,65760,352,265,65.2,14,9,40,0,0,7,31,94,96,4,174,81,67,380,296,44875,60139,59211,60139,21250,24989,66,53.5,100,0,0,0,0,53333,41,45833,,,,,,617,264,123,141,44,53,117,126,15,152,42.8
860Z200US65761,ZCTA5 65761,65761,673,710,59.1,108,17,19,58,89,76,103,123,123,262,194,151,60,1063,655,47713,49688,52010,51157,28625,37800,370,43.6,99.5,0.5,0,0.5,0.5,26731,308,26058,,25100,26979,,,1383,348,154,194,87,42,116,257,61,113,25.2
860Z200US65762,ZCTA5 65762,65762,255,214,41.5,28,16,40,18,44,18,83,64,17,35,67,33,6,193,162,62217,65417,67345,73083,12159,15016,194,41.2,100,0,0,0,0,27300,174,28409,,40333,21250,35313,,469,58,36,22,22,2,24,41,15,15,12.4
